name,amenity,leisure,tourism,latitude,longitude
Lodowisko Jantor,,stadium,,50.24547814396582,19.082467379243283
Miejski Dom Kultury „Szopienice-Giszowiec” Filia nr 1,community_centre,,,50.263626239415906,19.09504426213536
10 Harcerska Drużyna Żeglarska,community_centre,,,50.26499981714243,19.10749656055981
Ośrodek Sportowy „Szopienice”,,sports_centre,,50.260741145725724,19.090285162135075
Kościół pw. Świętego Michała Archanioła,place_of_worship,,attraction,50.24096070364565,19.004802216148573
,,,attraction,50.240881916777084,19.00461766526443
JUMPCITY Katowice,,trampoline_park,attraction,50.22480676946712,18.9894218919435
Miejski Dom Kultury „Szopienice-Giszowiec”,community_centre,,,50.2702392447167,19.077757872692562
Muzeum Hutnictwa Cynku,,,museum,50.263543515743464,19.081678917291587
Spodek,,stadium,attraction,50.2661071544974,19.02532771145371
Bazylika Świętego Szczepana,place_of_worship,,attraction,50.26931841152211,19.03877321074376
Szpital Zakonu Bonifratrów,,,attraction,50.26841224950835,19.039687892141842
Konwent Zakonu Bonifratrów,,,attraction,50.26872993871301,19.039159560265706
"Miejski Dom Kultury ""Koszutka""",arts_centre,,,50.26823245900661,19.016918811711015
,cinema,,,50.268701874980046,19.019911487157273
Międzyszkolny Ośrodek Sportowy,,sports_centre,,50.2505662710866,19.0362988831662
Hala Parkowa,community_centre,,,50.24593144912027,19.011290069170073
Teatr Żelazny,theatre,,,50.266258152916386,18.988270599162764
MMAtadores Katowice,,fitness_centre,,50.24493193746342,18.99158441022737
Archikatedra pw. Chrystusa Króla w Katowicach,place_of_worship,,attraction,50.25161229042705,19.019107998592418
Kinoteatr Rialto,cinema,,,50.256538435604426,19.02120643476611
Energy 2000,nightclub,,,50.25589403751507,19.020870240325706
Katowice Miasto Ogrodów Instytucja Kultury imienia Krystyny Bochenek,arts_centre,,,50.25290317534713,19.023475948017314
Kościół pw. Świętych Męczenników Jana i Pawła,place_of_worship,,attraction,50.270039023178754,18.996540436515374
Willa Goldsteinów,townhall,,attraction,50.25909956197145,19.013547534154306
Kamienica Pod Butem,,,attraction,50.25928821702927,19.02080677768966
Hotel Grand,,,attraction,50.260549209040775,19.022744722634474
Instytut Myśli Polskiej imienia Wojciecha Korfantego,community_centre,,,50.259910866796616,19.02362510885981
Kościół pw. Niepokalanego Poczęcia Najświętszej Maryi Panny,place_of_worship,,attraction,50.25712666742855,19.03032085733597
,,track,,50.268273412683506,19.030561932835315
,,track,,50.27308513847065,19.060568298447905
,,track,,50.26402023548542,19.102897685864406
,,track,,50.1885992,18.994051350000003
,,sports_centre,,50.24686067900447,19.041875255957294
Kopalnia Futbolu,,sports_centre,,50.27944045778495,19.07292683988285
"Ośrodek tenisowy ""Muchowiec""",,sports_centre,,50.2310581867098,19.02773000239068
Narodowa Orkiestra Symfoniczna Polskiego Radia,theatre,,,50.26390327521649,19.028682449103595
MOSiR - Ośrodek rekreacyjno wypoczynkowy ROLNA,,sports_centre,,50.22857810474982,18.98531910503329
Muzeum Śląskie,,,museum,50.2640784135658,19.033738952431726
,,track,,50.26746317907132,19.015937641283355
MOSiR Katowice - Bugla,,sports_centre,,50.25301457156559,18.993434841653475
,,track,,50.25434997110486,19.011130296293413
Ośrodek Sportowy „Kolejarz”,,sports_centre,,50.28778305107742,19.0138765719294
Ośrodek Tenisowy MOSiR Katowice,,sports_centre,,50.253444593847945,19.08630850554631
,,sports_centre,,50.22512480142973,19.06005792012325
,,stadium,,50.28016367430677,19.08282866354786
,,track,,50.199919326801066,19.046148749382365
,,track,,50.19988900911266,19.046331950058722
,,sports_centre,,50.26985587081313,19.07586711015997
Ogród Niewiniątek,,,artwork,50.26309631420058,19.093304812388148
,,track,,,
,,track,,,
,,,artwork,50.26894115,19.01537965
,,track,,50.27942027315605,18.97091550289647
,,sports_centre,,50.24315391090731,19.008459886349343
Basen Burowiec,,sports_centre,,50.269888230339824,19.075605540019538
Tężnia Solankowa,,,attraction,50.21767989676781,18.963735967448763
,,track,,50.278525431670275,19.007859674159214
Basen Brynów,,sports_centre,,50.24263615475062,19.008014902885613
,,track,,50.26310672611294,19.019631253355424
,,sports_centre,,50.277970275770095,19.102315893598636
,,track,,50.25454003670752,19.115168008243696
,,sports_centre,,50.21345379005418,18.96496408541283
,,sports_centre,,50.19127868439183,19.09313087989981
,,sports_hall,,50.24401539758874,18.995405205673777
Basen Zadole,,sports_centre,,50.21864202916163,18.96525967525857
Prywatne Zoo,,,zoo,50.236459379199076,18.97078158184657
,,track,,,
,,track,,,
,,track,,,
Arena Katowice,,sports_centre,,50.25126153893342,18.974510812374167
,,track,,,
,,track,,,
,,track,,,
,,track,,50.21343788389971,18.96549308834699
