name,shop,amenity,latitude,longitude
Żabka,convenience,,54.3972652,18.604102
Biedronka,supermarket,,54.4103436,18.573008
Żabka,convenience,,54.3557097,18.6479684
Żabka,convenience,,54.4221604,18.4782652
Żabka,convenience,,54.3437384,18.6549214
Lewiatan,convenience,,54.3971953,18.5956085
Żabka,convenience,,54.3970899,18.594858
Carrefour Express,convenience,,54.3493357,18.6502502
Carrefour Express,convenience,,54.3508617,18.6499084
Stokrotka,supermarket,,54.3114344,18.5968878
Lidl,supermarket,,54.4096493,18.5683233
Eurospar,supermarket,,54.3485773,18.644142
Żabka,convenience,,54.4060569,18.5794333
Żabka,convenience,,54.4207694,18.5711797
Żabka,convenience,,54.3517671,18.5717162
Maximus,convenience,,54.3854316,18.6082469
Eni,convenience,,54.387791,18.6046491
Żabka,convenience,,54.3817664,18.6103743
Żabka,convenience,,54.3798998,18.6070339
,supermarket,,54.3984768,18.6094804
Żabka,convenience,,54.3880049,18.5977864
Groszek,convenience,,54.3857597,18.6227115
Żabka,convenience,,54.3159584,18.6041738
Misz Masz,convenience,,54.3141102,18.6032526
Abo,convenience,,54.3142573,18.6024667
Żabka,convenience,,54.349203,18.6511152
Żabka,convenience,,54.3299058,18.59281
Żabka,convenience,,54.3843291,18.5902877
Biedronka,supermarket,,54.3830897,18.5922132
Biedronka,supermarket,,54.4122189,18.5865321
Żabka,convenience,,54.3329497,18.5840392
Żabka,convenience,,54.4279664,18.5895694
Żabka,convenience,,54.383592,18.6066315
Żabka,convenience,,54.3492043,18.6684202
Panda Morena,convenience,,54.3505255,18.5653673
Żabka,convenience,,54.3884044,18.6163588
Stokrotka,supermarket,,54.4128508,18.5976274
Ola,convenience,,54.3537348,18.6330362
Żabka,convenience,,54.4230238,18.5799699
abc,convenience,,54.4204938,18.584445
Żabka,convenience,,54.3144299,18.5700314
Biedronka,supermarket,,54.3540676,18.606916
Żabka,convenience,,54.343831,18.6488305
Żabka,convenience,,54.4207692,18.5836665
Żabka,convenience,,54.3492988,18.672791
abc,convenience,,54.3495212,18.6728434
Odido,convenience,,54.3494742,18.672819
,convenience,,54.3485315,18.6663108
Żabka,convenience,,54.3807304,18.6049169
Żabka,convenience,,54.3771967,18.6094796
Żabka,convenience,,54.3779265,18.6088264
Żabka,convenience,,54.3338414,18.5423053
Żabka,convenience,,54.4048728,18.5959152
Żabka,convenience,,54.3431518,18.6613748
Żabka,convenience,,54.3593615,18.5892273
Żabka,convenience,,54.3600586,18.5908659
Żabka,convenience,,54.3582285,18.5875464
Żabka,convenience,,54.3390692,18.5595744
Żabka,convenience,,54.3498531,18.5344151
Carrefour Express,convenience,,54.3507864,18.5336344
U Bubiego,convenience,,54.3854263,18.6160407
Centrum Horyzont,mall,,54.4106179,18.6009053
Fart II,convenience,,54.4207071,18.5717222
Żabka,convenience,,54.39614,18.6006871
Żabka,convenience,,54.3441907,18.5350622
Żabka,convenience,,54.3171245,18.5833534
Carrefour,supermarket,,54.3827461,18.6006806
,convenience,,54.3932428,18.6103403
Żabka,convenience,,54.389894,18.6094739
Naturalnie z Kaszub,convenience,,54.3912772,18.60971
Żabka,convenience,,54.3917851,18.6098888
Motyl,convenience,,54.4151345,18.4473378
Żabka,convenience,,54.4225632,18.4803815
Żabka,convenience,,54.425678,18.4731669
Żabka,convenience,,54.3384176,18.5871297
ALDI,supermarket,,54.3555579,18.6141783
ALDI,supermarket,,54.3554831,18.649445
Żabka,convenience,,54.4090762,18.5977026
Żabka,convenience,,54.4107086,18.6033393
Żabka,convenience,,54.4093835,18.6009942
Żabka,convenience,,54.4102223,18.5950401
Żabka,convenience,,54.4090776,18.5868811
Żabka,convenience,,54.4135997,18.5968441
Żabka,convenience,,54.4161357,18.5855736
Netto,supermarket,,54.3566278,18.6486052
Żabka,convenience,,54.3942546,18.6198055
Żabka,convenience,,54.3511758,18.5879467
Żabka,convenience,,54.3721553,18.5230369
Żabka,convenience,,54.3941332,18.6177798
Żabka,convenience,,54.3541766,18.6560585
Groszek,convenience,,54.4029025,18.5940939
,convenience,,54.4037172,18.5942501
Żabka,convenience,,54.3452848,18.5348446
Żabka,convenience,,54.4086883,18.5676149
Żabka,convenience,,54.3504371,18.5863088
Żabka,convenience,,54.3491544,18.5819711
Żabka,convenience,,54.3582286,18.5804604
Żabka,convenience,,54.3490178,18.5666384
Intermarché,supermarket,,54.3899413,18.6104913
Żabka,convenience,,54.3488041,18.6068499
Lewiatan,supermarket,,54.3494109,18.612604
,convenience,,54.349479,18.6250858
Żabka,convenience,,54.3502086,18.6296046
,convenience,,54.3486732,18.6187718
Żabka,convenience,,54.4055053,18.5640241
,convenience,,54.408176,18.5633455
,convenience,,54.4013052,18.6643726
Merkus,supermarket,,54.3827278,18.6045825
Żabka,convenience,,54.3514522,18.5506062
Lewiatan,convenience,,54.3512559,18.5495437
Sklep Zajezdnia,convenience,,54.4238602,18.5945489
Żabka,convenience,,54.4107431,18.5719716
Żabka,convenience,,54.3802358,18.5869128
Żabka,convenience,,54.3822008,18.5864148
Żabka,convenience,,54.3841395,18.5833237
Żabka,convenience,,54.382626,18.5973062
Żabka,convenience,,54.3863154,18.5828458
Żabka,convenience,,54.3877961,18.5830175
,convenience,,54.4061772,18.6385279
Żabka,convenience,,54.3823851,18.5890008
Żabka,convenience,,54.3832954,18.5886954
Żabka,convenience,,54.375915,18.6071649
Żabka,convenience,,54.3765353,18.6151421
Żabka,convenience,,54.3783304,18.6118942
Żabka,convenience,,54.374893,18.6186338
Stokrotka Market,supermarket,,54.3337694,18.5425754
Żabka,convenience,,54.3204154,18.5947912
Biedronka,supermarket,,54.3939582,18.6441654
Żabka,convenience,,54.394684,18.6465595
Lisek.app,convenience,,54.3574147,18.5881277
Roguś,convenience,,54.3051168,18.5820894
Żabka,convenience,,54.4185496,18.5924744
Żabka,convenience,,54.3573789,18.6848398
Auchan,supermarket,,54.3717795,18.5194153
Żabka,convenience,,54.3502537,18.5561347
Żabka,convenience,,54.4227277,18.4721857
Żabka,convenience,,54.4097085,18.6049587
Biedronka,supermarket,,54.4194269,18.4694767
Paszcza Lwa,convenience,,54.4085956,18.553907
Livio,convenience,,54.3515423,18.638189
Żabka,convenience,,54.3797728,18.5835416
Żabka,convenience,,54.4033372,18.5892729
Netto,supermarket,,54.4102131,18.6002976
abc,convenience,,54.3534236,18.5728482
Żabka,convenience,,54.3933991,18.621255
Żabka,convenience,,54.326185,18.6023355
Lewiatan,convenience,,54.422627,18.5770752
Lewiatan,convenience,,54.4006525,18.6616379
Lewiatan,convenience,,54.3912013,18.5734582
Stokrotka Market,supermarket,,54.40648,18.5843856
